樹種,区分,樹高(m),枝張(m),幹周(cm）,行政区,種別,整理番号,路線名,通称道路名,経度,緯度
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.74987,35.626605
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749871,35.626616
トウカエデ,高木,8,3,126,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749872,35.626628
アオギリ,高木,5.5,1,61,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744965,35.627885
アオギリ,高木,5.5,3.5,33,港区,特例都道,480,品川埠頭線,,139.75587,35.625113
トウカエデ,高木,8,2,108,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749874,35.626669
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749878,35.626697
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755869,35.625174
アオギリ,高木,8,5,100,港区,特例都道,480,品川埠頭線,,139.756239,35.62511
ヤマモモ,高木,4,3,71,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749881,35.626735
トウカエデ,高木,7.5,4,80,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75022,35.626657
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749881,35.626757
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756236,35.625145
ソヨゴ,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749884,35.626766
トウカエデ,高木,8,3,134,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749885,35.626788
トウカエデ,高木,7.5,4,84,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750221,35.626703
マサキ,中木,2,,,港区,特例都道,480,品川埠頭線,,139.756235,35.625175
イチョウ,高木,7.5,5,86,港区,特例都道,480,品川埠頭線,,139.756046,35.625229
アオギリ,高木,8,5,106,港区,特例都道,480,品川埠頭線,,139.756234,35.625198
アオギリ,高木,8,5,109,港区,特例都道,480,品川埠頭線,,139.755863,35.625328
ヤマモモ,高木,5.5,2.5,66,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749891,35.626852
トウカエデ,高木,8.5,4,99,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.75023,35.626768
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755861,35.625345
イチョウ,高木,7.5,5,88,港区,特例都道,480,品川埠頭線,,139.756046,35.625305
トウカエデ,高木,8,3,132,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749896,35.626904
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755862,35.625393
ヤマモモ,高木,5,3,55,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750237,35.626867
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.75586,35.625435
イチョウ,高木,8.5,6,143,港区,特例都道,480,品川埠頭線,,139.756041,35.625391
アオギリ,高木,8,5,101,港区,特例都道,480,品川埠頭線,,139.756229,35.625344
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.756229,35.62537
ヤマモモ,高木,5.5,5,116,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749902,35.626987
トキワマンサク,中木,2.1,,,港区,特例都道,418,北品川四谷線,外苑西通り,139.7199255,35.63464058
アオギリ,高木,6,1.5,33,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744779,35.628305
ヤマモモ,高木,5,3,68,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750242,35.626914
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755858,35.625484
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.756227,35.625405
アオギリ,高木,8,5,95,港区,特例都道,480,品川埠頭線,,139.755858,35.62551
アオギリ,高木,8,5,91,港区,特例都道,480,品川埠頭線,,139.756228,35.625421
イチョウ,高木,8.5,6,149,港区,特例都道,480,品川埠頭線,,139.756038,35.625482
アオギリ,高木,7.5,5,102,港区,特例都道,480,品川埠頭線,,139.755852,35.625607
イチョウ,高木,9.5,7,190,港区,特例都道,480,品川埠頭線,,139.756034,35.625571
アオギリ,高木,6,1.5,70,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745019,35.628388
トキワマンサク,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745021,35.628416
ヤマモモ,高木,5,4,92,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749917,35.627174
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755851,35.625664
アオギリ,高木,6.5,1.5,39,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745028,35.628438
マサキ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749918,35.627197
アオギリ,高木,7.5,5,88,港区,特例都道,480,品川埠頭線,,139.75622,35.625592
イチョウ,高木,9.5,7,161,港区,特例都道,480,品川埠頭線,,139.756032,35.625662
ソヨゴ,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.74992,35.627224
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.756218,35.625627
アオギリ,高木,6.5,2.5,78,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744805,35.628556
ハナミズキ,高木,4,1.5,17,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720017,35.634878
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.756216,35.625662
イチョウ,高木,12.5,5,118,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719579,35.635022
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719639,35.635018
アオギリ,高木,5.5,1,73,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745034,35.628544
ハナミズキ,高木,4,1.5,20,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720072,35.634912
イチョウ,高木,17.5,12,164,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719631,35.635055
アオギリ,高木,5,2,55,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744813,35.628634
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745037,35.628582
イチョウ,高木,11.5,4,78,港区,特例都道,418,北品川四谷線,外苑西通り,139.719503,35.635099
クスノキ,高木,19,18,275,港区,主要地方道,312,白金台町等々力線,目黒通り,139.7198,35.635028
トウカエデ,高木,8,3,122,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749931,35.627346
クスノキ,高木,17,15,253,港区,特例都道,418,北品川四谷線,外苑西通り,139.719567,35.635108
アオギリ,高木,6,1,61,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745043,35.62864
トウカエデ,高木,8,2.5,107,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749935,35.627394
サクラ,高木,11.5,12,158,港区,特例都道,418,北品川四谷線,外苑西通り,139.719502,35.635166
イチョウ,高木,18,10,174,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719888,35.635071
トキワマンサク,中木,1.5,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745045,35.628662
ヤマモモ,高木,5,3,47,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750275,35.627331
エノキ,高木,10,7,66,港区,特例都道,418,北品川四谷線,外苑西通り,139.719416,35.635203
ヒサカキ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.71986,35.635095
イチョウ,高木,17.5,10.5,163,港区,特例都道,418,北品川四谷線,外苑西通り,139.719438,35.635209
ヤマモモ,高木,6.5,4,81,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749937,35.627437
ハナミズキ,高木,6,4,44,港区,特例都道,418,北品川四谷線,外苑西通り,139.719339,35.63525
アオギリ,高木,6,1.5,73,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745049,35.628698
イチョウ,高木,19,10,194,港区,主要地方道,312,白金台町等々力線,,139.719591,35.635198
ヒサカキ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719894,35.635127
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.74505,35.628713
ミツバツツジ類,中木,2,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719913,35.635128
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745054,35.628734
イチョウ,高木,19,10,209,港区,主要地方道,312,白金台町等々力線,,139.719539,35.635249
アオギリ,高木,6.5,1.5,35,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745057,35.628763
クスノキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,,139.719646,35.635243
イチョウ,高木,20,10,200,港区,主要地方道,312,白金台町等々力線,,139.719621,35.635255
クスノキ,高木,18,13,306,港区,主要地方道,312,白金台町等々力線,,139.719767,35.63522
ハナミズキ,高木,4,1,10,港区,主要地方道,312,白金台町等々力線,,139.719415,35.635313
クスノキ,高木,24,15,266,港区,主要地方道,312,白金台町等々力線,,139.719685,35.635254
マテバシイ,高木,10,10,196,港区,主要地方道,312,白金台町等々力線,目黒通り,139.719985,35.635178
クスノキ,高木,18,12,255,港区,主要地方道,312,白金台町等々力線,,139.719818,35.63523
ハナミズキ,高木,4.5,2,18,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720409,35.635095
マテバシイ,高木,9,9,300,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720036,35.635192
ハナミズキ,高木,4,1.5,17,港区,主要地方道,312,白金台町等々力線,,139.719524,35.635323
ヤマモモ,高木,6.5,5,98,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749947,35.62757
イチョウ,高木,13,6,59,港区,主要地方道,312,白金台町等々力線,,139.719578,35.63532
クスノキ,高木,18,14,224,港区,主要地方道,312,白金台町等々力線,,139.71989,35.635243
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745062,35.628825
アオギリ,高木,3,1,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744839,35.628893
ハナミズキ,高木,4,1.5,14,港区,主要地方道,312,白金台町等々力線,,139.719626,35.635324
サクラ,高木,12,14,122,港区,主要地方道,312,白金台町等々力線,,139.719963,35.635242
マテバシイ,高木,10,10,329,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720083,35.635212
ドウダンツツジ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,,139.719332,35.635413
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720122,35.635213
ハナミズキ,高木,4,1.5,14,港区,主要地方道,312,白金台町等々力線,,139.7197,35.635325
オオムラサキ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,,139.719362,35.635415
トキワマンサク,中木,2,,,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745065,35.628863
イチョウ,高木,18.5,7,159,港区,主要地方道,312,白金台町等々力線,,139.719084,35.635492
イチョウ,高木,13,8,87,港区,主要地方道,312,白金台町等々力線,,139.719746,35.635324
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750293,35.62754
ドウダンツツジ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,,139.719427,35.635414
イチョウ,高木,9,7,125,港区,主要地方道,312,白金台町等々力線,,139.71938,35.635427
ハナミズキ,高木,4,1.5,15,港区,主要地方道,312,白金台町等々力線,,139.719787,35.635324
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720183,35.635236
イチョウ,高木,16,9,173,港区,主要地方道,312,白金台町等々力線,,139.719454,35.635429
ハナミズキ,高木,4,1.5,15,港区,主要地方道,312,白金台町等々力線,,139.719863,35.635327
ヤマモモ,高木,4.5,4,57,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750295,35.627572
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720232,35.63524
アオギリ,高木,6,1,33,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.745072,35.628911
イチョウ,高木,10,6,77,港区,主要地方道,312,白金台町等々力線,,139.719916,35.635326
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,,139.720063,35.635293
イチョウ,高木,16.5,9,170,港区,主要地方道,312,白金台町等々力線,,139.719533,35.635429
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750295,35.627597
ハナミズキ,高木,4.5,2,15,港区,主要地方道,312,白金台町等々力線,,139.719975,35.635329
サクラ,高木,15,12,191,港区,主要地方道,312,白金台町等々力線,,139.720122,35.635303
ドウダンツツジ,中木,1.5,,,港区,主要地方道,312,白金台町等々力線,,139.719671,35.63542
イチョウ,高木,22,7.5,173,港区,主要地方道,312,白金台町等々力線,,139.718961,35.635602
ヤマモモ,高木,6.5,6,107,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749959,35.627698
イチョウ,高木,15.5,10,201,港区,主要地方道,312,白金台町等々力線,,139.71964,35.635437
イチョウ,高木,11.5,4,75,港区,主要地方道,312,白金台町等々力線,,139.720081,35.635328
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750299,35.627626
ハナミズキ,高木,4.5,1.5,19,港区,主要地方道,312,白金台町等々力線,目黒通り,139.720608,35.635208
ハナミズキ,高木,4,1.5,15,港区,主要地方道,312,白金台町等々力線,,139.720138,35.635335
イヌマキ,中木,2,,,港区,主要地方道,312,白金台町等々力線,,139.720208,35.635319
アオギリ,高木,5.5,4.5,64,港区,特例都道,480,品川埠頭線,,139.755828,35.626239
ヤマモモ,高木,4.5,3,52,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750302,35.627658
ハナミズキ,高木,4,2.5,15,港区,主要地方道,312,白金台町等々力線,,139.720201,35.635336
イチョウ,高木,15,8,117,港区,主要地方道,312,白金台町等々力線,,139.719809,35.635436
イチョウ,高木,12,4,101,港区,主要地方道,312,白金台町等々力線,,139.720271,35.635323
アオギリ,高木,3.5,1,25,港区,主要地方道,316,日本橋芝浦大森線,旧海岸通り,139.744857,35.629062
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750303,35.627678
イチョウ,高木,16,10,174,港区,主要地方道,312,白金台町等々力線,,139.719882,35.635442
アオギリ,高木,5.5,4.5,88,港区,特例都道,480,品川埠頭線,,139.755826,35.626289
キンモクセイ,中木,2.5,,,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750305,35.627699
イチョウ,高木,15.5,9,134,港区,主要地方道,312,白金台町等々力線,,139.719962,35.635442
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755824,35.626308
トウカエデ,高木,9,5,104,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.750306,35.627728
マサキ,中木,2.5,,,港区,特例都道,480,品川埠頭線,,139.755823,35.626323
イチョウ,高木,16,9,183,港区,主要地方道,312,白金台町等々力線,,139.72005,35.635445
アオギリ,高木,7,4,69,港区,特例都道,480,品川埠頭線,,139.756193,35.626246
ヤマモモ,高木,6.5,5,89,港区,主要地方道,316,日本橋芝浦大森線,海岸通り,139.749973,35.627832
